text,font_size,is_bold,is_italic,y_pos,x_pos,line_height,space_after_line,space_before_line,page,is_title_case,is_upper,ends_colon,starts_number,word_count,has_bullet_prefix,label
Software Testing,9.960000038146973,0,0,50.1,437.95001220703125,11.105400085449219,0.0,0.0,5,1,0,0,0,2,0,other
Foundation Level Extension – Agile Tester,9.960000038146973,0,0,58.4,74.42400360107422,11.105400085449219,0.0,0.0,5,1,0,0,0,6,0,other
Qualifications Board,9.960000038146973,0,0,61.7,430.75,11.105400085449219,36.094599914550784,0.0,5,1,0,0,0,2,0,other
Acknowledgements,15.960000038146973,0,0,108.9,70.94400024414062,17.79540252685547,18.104597473144537,36.094599914550784,5,1,0,0,0,1,0,other
This document was produced by a team from the International Software Testing Qualifications Board,9.960000038146973,0,0,144.8,70.94400024414062,11.105392456054688,0.3946075439453125,18.104597473144537,5,0,0,0,0,14,0,other
Foundation Level Working Group.,9.960000038146973,0,0,156.3,70.94400024414062,11.105392456054688,11.894607543945312,0.3946075439453125,5,1,0,0,0,4,0,other
The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,9.960000038146973,0,0,179.3,70.94400024414062,11.105392456054688,11.894607543945312,11.894607543945312,5,0,0,0,0,17,0,other
"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working",9.960000038146973,0,0,202.3,70.94400024414062,11.105392456054688,0.29460754394528976,11.894607543945312,5,0,0,0,0,15,0,other
"Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry",9.960000038146973,0,0,213.7,70.94400024414062,11.105392456054688,0.49460754394533524,0.29460754394528976,5,0,0,0,0,13,0,other
"Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes",9.960000038146973,0,0,225.3,70.94400024414062,11.105392456054688,0.3946075439453125,0.49460754394533524,5,1,0,0,0,12,0,other
"and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead).",9.960000038146973,0,0,236.8,70.94400024414062,11.105392456054688,11.894607543945312,0.3946075439453125,5,0,0,0,0,13,0,other
"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon",9.960000038146973,0,0,259.8,70.94400024414062,11.10540771484375,0.4945922851562159,11.894607543945312,5,1,0,0,0,12,0,other
"Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber.",9.960000038146973,0,0,271.4,70.94400024414062,11.10540771484375,11.794592285156284,0.4945922851562159,5,0,0,0,0,12,0,other
"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra",9.960000038146973,0,0,294.3,70.94400024414062,11.10540771484375,0.39459228515625,11.794592285156284,5,1,0,0,0,9,0,other
"Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula",9.960000038146973,0,0,305.8,70.94400024414062,11.10540771484375,0.39459228515625,0.39459228515625,5,1,0,0,0,12,0,other
"Pääkkönen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytkönen, Monika Stoecklein-Olsen,",9.960000038146973,0,0,317.3,70.94400024414062,11.10540771484375,0.4945922851562159,0.39459228515625,5,1,0,0,0,11,0,other
"Robert Treffny, Chris Van Bael, and Erik van Veenendaal.",9.960000038146973,0,0,328.9,70.94400024414062,11.10540771484375,11.794592285156284,0.4945922851562159,5,0,0,0,0,9,0,other
"The team thanks also the following persons, from the National Boards and the Agile expert community,",9.960000038146973,0,0,351.8,70.94400024414062,11.10540771484375,0.39459228515625,11.794592285156284,5,0,0,0,0,16,0,other
"who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani",9.960000038146973,0,0,363.3,70.94400024414062,11.10552978515625,0.39447021484375,0.39459228515625,5,0,0,0,0,14,0,other
"Almog, Richard Berns, Stephen Bird, Monika Bögge, Afeng Chai, Josephine Crawford, Tibor Csöndes,",9.960000038146973,0,0,374.8,70.94400024414062,11.10540771484375,0.4945922851562159,0.39447021484375,5,1,0,0,0,13,0,other
"Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill",9.960000038146973,0,0,386.4,70.94400024414062,11.10540771484375,0.39459228515625,0.4945922851562159,5,1,0,0,0,15,0,other
"Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter",9.960000038146973,0,0,397.9,70.94400024414062,11.10540771484375,0.39459228515625,0.39459228515625,5,1,0,0,0,16,0,other
"Morgan, Ninna Morin, Ingvar Nordstrom, Chris O’Dea, Klaus Olsen, Ismo Paukamainen, Nathalie Phung,",9.960000038146973,0,0,409.4,70.94400024414062,11.10540771484375,0.2945922851562841,0.39459228515625,5,1,0,0,0,13,0,other
"Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik",9.960000038146973,0,0,420.8,70.9439697265625,11.10540771484375,0.39459228515625,0.2945922851562841,5,1,0,0,0,13,0,other
"Sandberg, Dakar Shalom, Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,",9.960000038146973,0,0,432.3,70.9439697265625,11.10540771484375,0.4945922851562159,0.39459228515625,5,1,0,0,0,13,0,other
"Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye",9.960000038146973,0,0,443.9,70.9439697265625,11.10540771484375,0.39459228515625,0.4945922851562159,5,0,0,0,0,16,0,other
"Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo.",9.960000038146973,0,0,455.4,70.9439697265625,11.10540771484375,11.794592285156284,0.39459228515625,5,0,0,0,0,12,0,other
"This document was formally approved for release by the General Assembly of the ISTQB® on May 31,",9.960000038146973,0,0,478.3,70.9439697265625,11.105438232421875,0.394561767578125,11.794592285156284,5,0,0,0,0,17,0,other
2014.,9.960000038146973,0,0,489.8,70.94400024414062,11.10540771484375,217.79459228515628,0.394561767578125,5,0,0,0,1,1,0,other
"Version 2014 Page 5 of 12 May 31, 2014",9.960000038146973,0,0,718.7,76.58135986328125,11.39422607421875,6.805773925781182,217.79459228515628,5,0,0,0,0,9,0,other
© International Software Testing Qualifications Board,6.0,0,0,736.9,76.58399963378906,6.69000244140625,0.0,6.805773925781182,5,1,0,0,0,6,0,other
International,9.960000038146973,0,0,38.6,447.9100036621094,11.105400085449219,0.0,0.0,6,1,0,0,0,1,0,other
Overview,12.0,0,0,41.6,74.42400360107422,13.380001068115234,0.0,0.0,6,1,0,0,0,1,0,other
Software Testing,9.960000038146973,0,0,50.1,437.95001220703125,11.105400085449219,0.0,0.0,6,1,0,0,0,2,0,other
Foundation Level Extension – Agile Tester,9.960000038146973,0,0,58.4,74.42400360107422,11.105400085449219,0.0,0.0,6,1,0,0,0,6,0,other
Qualifications Board,9.960000038146973,0,0,61.7,430.75,11.105400085449219,50.19459991455078,0.0,6,1,0,0,0,2,0,other
1. Introduction to the Foundation Level Extensions,15.960000038146973,1,0,123.0,70.94400024414062,17.795394897460938,5.504605102539074,50.19459991455078,6,0,0,0,1,7,0,other
This overview document is intended for anyone with an interest in the ISTQB Foundation Level,9.960000038146973,0,0,146.3,70.94400024414062,11.105392456054688,0.3946075439453125,5.504605102539074,6,0,0,0,0,15,0,other
Extensions who wants a high-level introduction to the leading principles and an overview of the individual,9.960000038146973,0,0,157.8,70.94400024414062,11.105392456054688,0.3946075439453125,0.3946075439453125,6,0,0,0,0,16,0,other
extension syllabi.,9.960000038146973,0,0,169.3,70.94398498535156,11.105392456054688,11.894607543945312,0.3946075439453125,6,0,0,0,0,2,0,other
"From time to time, ISTQB will update this document to reflect any additional extensions that shall be",9.960000038146973,0,0,192.3,70.94398498535156,11.105392456054688,0.3946075439453125,11.894607543945312,6,0,0,0,0,17,0,other
"introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the",9.960000038146973,0,0,203.8,70.94398498535156,11.105392456054688,0.3946075439453125,0.3946075439453125,6,0,0,0,0,16,0,other
updated document will be available on the ISTQB website.,9.960000038146973,0,0,215.3,70.94398498535156,11.105392456054688,11.994607543945307,0.3946075439453125,6,0,0,0,0,9,0,other
The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,9.960000038146973,0,0,238.4,70.94398498535156,11.105392456054688,0.2946075439453182,11.994607543945307,6,0,0,0,0,17,0,other
some time. New topics emerge due to technology and methodology changes in the market which often,9.960000038146973,0,0,249.8,70.94398498535156,11.10540771484375,0.39459228515625,0.2946075439453182,6,0,0,0,0,16,0,other
"are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the",9.960000038146973,0,0,261.3,70.94398498535156,11.10540771484375,0.39459228515625,0.39459228515625,6,0,0,0,0,19,0,other
"Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the",9.960000038146973,0,0,272.8,70.94400024414062,11.10540771484375,0.39459228515625,0.39459228515625,6,0,0,0,0,17,0,other
ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,9.960000038146973,0,0,284.3,70.94400024414062,11.10540771484375,0.4945922851562159,0.39459228515625,6,0,0,0,0,14,0,other
"introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but",9.960000038146973,0,0,295.9,70.94400024414062,11.10540771484375,0.39459228515625,0.4945922851562159,6,0,0,0,0,16,0,other
that is beyond the scope of this document.,9.960000038146973,0,0,307.4,70.94400787353516,11.10540771484375,11.794592285156284,0.39459228515625,6,0,0,0,0,8,0,other
The following Foundation Level Extension syllabus has been released:,9.960000038146973,0,0,330.3,70.94400787353516,11.10540771484375,0.19459228515626137,11.794592285156284,6,0,0,1,0,9,0,other
,9.960000038146973,0,0,341.6,88.95169067382812,12.161163330078125,0.0,0.19459228515626137,6,0,0,0,0,1,0,other
Agile Tester,9.960000038146973,0,0,342.5,106.94940948486328,11.10540771484375,11.89459228515625,0.0,6,1,0,0,0,2,0,other
"In this document, each Foundation Level Extension syllabus is summarized and the associated Business",9.960000038146973,0,0,365.5,70.95396423339844,11.10540771484375,0.39459228515625,11.89459228515625,6,0,0,0,0,14,0,other
Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,9.960000038146973,0,0,377.0,70.95396423339844,11.10540771484375,0.39459228515625,0.39459228515625,6,0,0,0,0,15,0,other
"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and",9.960000038146973,0,0,388.5,70.95396423339844,11.10540771484375,0.49459228515627274,0.39459228515625,6,0,0,0,0,15,0,other
will outline the benefits for companies that are considering the development of specific testing skills at this,9.960000038146973,0,0,400.1,70.95396423339844,11.10540771484375,0.39459228515625,0.49459228515627274,6,0,0,0,0,17,0,other
level.,9.960000038146973,0,0,411.6,70.95396423339844,11.10540771484375,295.9945922851563,0.39459228515625,6,0,0,0,0,1,0,other
"Version 2014 Page 6 of 12 May 31, 2014",9.960000038146973,0,0,718.7,76.59132385253906,11.39422607421875,6.805773925781182,295.9945922851563,6,0,0,0,0,9,0,other
© International Software Testing Qualifications Board,6.0,0,0,736.9,76.58399963378906,6.69000244140625,0.0,6.805773925781182,6,1,0,0,0,6,0,other
International,9.960000038146973,0,0,38.6,447.9100036621094,11.105400085449219,0.0,0.0,7,1,0,0,0,1,0,other
Overview,12.0,0,0,41.6,74.42400360107422,13.380001068115234,0.0,0.0,7,1,0,0,0,1,0,other
Software Testing,9.960000038146973,0,0,50.1,437.95001220703125,11.105400085449219,0.0,0.0,7,1,0,0,0,2,0,other
Foundation Level Extension – Agile Tester,9.960000038146973,0,0,58.4,74.42400360107422,11.105400085449219,0.0,0.0,7,1,0,0,0,6,0,other
Qualifications Board,9.960000038146973,0,0,61.7,430.75,11.105400085449219,50.19459991455078,0.0,7,1,0,0,0,2,0,other
2. Introduction to Foundation Level Agile Tester Extension,15.960000038146973,1,0,123.0,70.94400024414062,17.795394897460938,5.504605102539074,50.19459991455078,7,0,0,0,1,8,0,other
The certification for Foundation Level Extension – Agile Tester is designed for professionals who are,9.960000038146973,0,0,146.3,70.94400024414062,11.105392456054688,0.3946075439453125,5.504605102539074,7,0,0,0,0,15,0,other
working within Agile environments. It is also for professionals who are planning to start implementing,9.960000038146973,0,0,157.8,70.94401550292969,11.105392456054688,0.3946075439453125,0.3946075439453125,7,0,0,0,0,15,0,other
"Agile methods in the near future, or are working within companies that plan to do so, The certification",9.960000038146973,0,0,169.3,70.94401550292969,11.105392456054688,0.4946075439453068,0.3946075439453125,7,0,0,0,0,18,0,other
"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",9.960000038146973,0,0,180.9,70.95401000976562,11.105392456054688,0.2946075439453182,0.4946075439453068,7,0,0,0,0,17,0,other
